Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
NaN	NaN	232810000	98390000	18000000	195300000	1406.4	2076	329	NaN	NaN	6716	22318	29034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82789	1130.19	5246787	2573	161.2176298	NaN	4933	309.0892219	19.44515518	NaN	NaN	NaN	2102	131.7059689	NaN	3575	829	6330	NaN	1250126	135	88	NaN	7268281	45.54119844	3252063	20.37659887	352234	2.207008575	233	14.59918684	4065562.38	25.47377889	58.19649629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	4678850000	0	4054650000	662200000	28767.9	48548	56769	NaN	7122	33912	405620	446654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	946354	5650.63	86040642	16232	12.59857187	19	57226	44.41633033	4.254576914	709950	NaN	769560	38661	30.00698541	NaN	1647558	456000	60446	NaN	61898336	15	10	11	269953000	20.87163278	262747000	20.31449511	11219010	0.867406759	182	0.141260478	80190592.55	6.224044749	68.3639527	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	89000000	NaN	NaN	120.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9524	20.254	315100	391	23.2968762	NaN	695	41.4100485	10.26063943	NaN	NaN	NaN	272	16.20652258	NaN	1097	319	1016	NaN	NaN	NaN	11	NaN	1077000	6.417067947	97393	0.580294799	0	0	1	0.059582804	98622.85352	0.587622611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	50700000	153900000	110400000	55300000	325.5	1127	82	NaN	NaN	7485	8880	16365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	171933	645.778	9142585	1730	41.45508399	14	5758	137.9759385	21.60005219	37019	NaN	120.1999969	3722	89.18833677	163635	7053	NaN	NaN	NaN	995203	NaN	NaN	NaN	6186206	14.82368146	7848266	18.8063888	64436	0.154404612	105	2.516060011	3083539.288	7.388923711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	500000	NaN	0.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2000	0.328261151	13245	2.173909475	0	0	NaN	NaN	5167.771857	0.84818937	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	0	NaN	NaN	NaN	1.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9434	0.406	252751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53342	11.59530553	71716	15.58938419	0	0	NaN	NaN	19895.81351	4.324885391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	80000000	NaN	NaN	NaN	88.9	NaN	NaN	NaN	NaN	4905	4229	9134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31219	9.735	749885	500	120.1796542	66	1153	277.1342825	33.87140792	NaN	24.60000038	NaN	594	142.7734291	33886.30078	NaN	NaN	NaN	NaN	669259	190	139	23	778299	18.70714093	1159223	27.86300385	14878	0.357606579	144	34.6117404	845967.4375	20.33361481	67.28327841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	268.3	NaN	NaN	NaN	1544	504	343	2391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8998	40.577	610957	204	18.2012377	NaN	349	31.13839195	2.856737091	1755.3	NaN	4622.799805	62	5.531748713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35356	0.315452431	724261	6.461983637	0	0	1	0.089221753	587442.9555	5.241269054	63.84434521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21040	44.00292795	38000	79.47296873	NaN	NaN	24	501.9345394	NaN	NaN	274.0843092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	75.7	85	12	4593	116	NaN	NaN	4709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16908	44.208	1882981	351	351.6561905	127	622	623.1628218	26.67671976	NaN	62.95000076	NaN	252	252.4711111	11760	NaN	NaN	NaN	NaN	NaN	521	371	36	551752	55.2783494	424104	42.48968575	10033	1.005175658	78	78.1458201	300338.5206	30.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	2820.4	2954	625	NaN	8214	1530	8885	18629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52127	36.231	3391474	2525	247.3704763	162	4918	481.8091099	11.07851731	46564	100	83784.8	2100	205.7338615	127672	17069	6483	9501	NaN	NaN	NaN	NaN	NaN	9708683	95.1894473	3626294	35.55424784	34690	0.34012048	229	22.43478775	3498369.161	34.27299983	183.0862437	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	42229.9	10663	47818	NaN	8405	3310	58731	70446	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	844881	7295.67	72693124	24327	294.7506255	NaN	52420	635.1308336	15.323995	227197	100	1062700	25625	310.4774439	NaN	73951	69596	36044	NaN	10943452	576	541	205	64800000	78.56058484	54233000	65.74963268	4470000	5.419225528	8451	102.3939465	46108618.05	55.86609122	273.713562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	2	NaN	NaN	NaN	NaN	47	166	213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23786	34.37283237	22468	32.46820809	2651	3.830924855	7	101.1560694	16345.33054	23.62041985	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	5005.8	153	1772	NaN	5420	869	3751	10040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90641	170.974	5886037	1845	342.2641077	167	3902	723.8561237	19.4250349	NaN	100	NaN	1917	355.6207558	71847	1888	5397	2273	NaN	888729	NaN	NaN	NaN	4767100	88.53396805	3614249	67.12336756	718299	13.34015664	998	185.1379835	4106209.786	76.17388772	354.6823264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	16200000	200000000	NaN	5.1	NaN	NaN	5312	NaN	NaN	NaN	5312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	608	67.59011664	NaN	1698	188.7631876	21.02788982	NaN	NaN	NaN	999	111.056787	NaN	NaN	NaN	NaN	NaN	480650	105	70	NaN	2091914	23.25538014	908809	10.1030438	15000	0.166751932	22	2.44569501	710491.8803	7.898392937	50.76387098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	520000000	NaN	NaN	280.7	296	30	NaN	1871	920	1488	4279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44315	19.091	3292815	2349	73.60530174	NaN	4720	147.8999677	15.37404047	NaN	NaN	NaN	1820	57.02922485	NaN	NaN	NaN	NaN	NaN	NaN	88	56	NaN	1446927	4.533907979	2079464	6.515946155	18000	0.05640253	4	0.125338956	700615.2935	2.195359731	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	302000000	65100000	NaN	NaN	53.5	415	7	NaN	NaN	4576	5857	10433	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24801	4.291	1521249	1400	107.7918742	15	3328	256.2366839	33.50259122	5170	14.93999958	10276	1757	135.2788021	43197	NaN	NaN	NaN	NaN	521550	54	31	16	2398161	18.46444778	1530700	11.78550156	6916	0.053249186	23	1.770866505	579294.1006	4.460228345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	120000000	NaN	NaN	1716.8	626	493	NaN	2404	NaN	NaN	2404	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42152	238.885	4180814	5678	79.41432786	NaN	8786	122.883812	16.05994788	NaN	NaN	NaN	2521	35.25951401	NaN	4188	46185	NaN	NaN	1579530	NaN	26	NaN	5797530	8.108611275	8735653	12.21796427	54850	0.076714968	17	0.237767449	2887024.578	4.037885107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	5.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	21.71028826	11.1901467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	38078	0.918538174	0	0	NaN	NaN	30080.71107	0.725623232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	16099.3	367	2813	NaN	8770	2505	51754	63029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	518836	872.739	42506835	20609	490.6376509	132	29526	702.9243185	22.16256759	132868	99	397117	7886	187.7416912	666291.5	14156	20608	14387	NaN	7363964	550	445	35	37219839	88.53476705	17759164	42.24369288	2121930	5.047431244	1964	46.75687061	16786492.14	39.96353569	140.2502192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	354.6	584	18	NaN	5285	949	1058	7292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8522	1.455	395485	294	217.2054816	126	607	448.4480521	11.69668623	6364.399902	23.39999962	2298.800049	293	216.4666874	56849	9283	182	959	NaN	NaN	427	321	10	1050241	77.68313294	461000	34.09876808	90300	6.679216394	89	65.75267979	612706.006	45.26636159	185.6047609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	92	6	3	NaN	NaN	293	227	520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27204	93.469	1117329	589	8.321088101	3	802	11.3302422	3.927888281	NaN	12.89999962	NaN	180	2.542947128	33856	NaN	NaN	NaN	NaN	NaN	2	1	4	51324	0.072507899	404790	0.571866427	57	8.05267E-05	2	0.028254968	74897.73726	0.105811659	4.717081007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	4899.4	215	1972	NaN	4802	731	2456	7989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107026	255.699	6183906	1913	366.9662119	23	3826	733.9324237	10.37401103	27800	64.59999847	68200	1782	341.8367954	78197	10047	3338	5851	NaN	1162400	497	433	33	4747126	91.10525765	2567592	49.27636863	491100	9.425027276	932	178.7833296	3606773.859	69.18787978	429.970826	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	30303.5	3339	13511	NaN	8691	2935	57784	69410	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	695865	5067.323	47258820	28975	465.519684	173	42426	681.6268547	15.96097928	189000	100	782000	11801	189.597853	950000	46835	71937	29269	NaN	3565963	594	492	38	41702000	69.29097497	33913000	56.34897209	3569381	5.930792037	2860	45.94948391	21750455.68	34.94483263	160.6641474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38026	80.10195484	24292	51.17121672	394	0.829962926	NaN	NaN	27967.00892	58.91264097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	0	85600000	NaN	22.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7990	54.251	385529	65	49.33646253	NaN	113	85.76954255	6.586394258	NaN	NaN	NaN	43	32.63796752	NaN	NaN	86	731	NaN	NaN	NaN	NaN	NaN	300000	22.77067501	38415	2.915784936	170	0.012903383	3	2.277067501	35039.62784	2.659586594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	45232.1	11198	20426	NaN	7927	5264	21260	34451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	891154	5159.695	76388660	17712	297.3495448	161	39083	656.1264826	17.58521626	159000	100	735000	19918	334.3839337	392342	18870	40900	NaN	NaN	6700066	496	440	75	54256221	91.02728866	34550320	57.96610774	3113702.33	5.223951753	13540	227.3098937	38635537.73	64.86144736	302.8014107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	2000000	38541000	NaN	NaN	111.5	209	194	NaN	2167	314	241	2722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5514	4.491	303802	68	15.70837857	29	420	97.02233824	15.5190685	562	NaN	5150	328	75.76982605	20247	5538.5	387	1575	NaN	NaN	71	56	16	711224	15.56329707	667120	14.59819514	1410	0.030854202	4	0.924022269	116934.8426	2.701259964	2.642945164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	275000	0	NaN	75.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3333	16.63	241111	457	22.17273707	20	959	46.52878523	11.5186091	NaN	17.92000008	NaN	455	22.07570102	47787	242	85	977	NaN	NaN	21	NaN	9	795529	3.85974953	291030	1.412020059	0	0	5	0.242590121	245899.9372	1.193057911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	12000000	NaN	NaN	1.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18	NaN	NaN	NaN	NaN	9.789999962	NaN	NaN	NaN	44348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111500	1.275166818	26165	0.299235334	0	0	NaN	NaN	39431.76738	0.450960371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	19.8	NaN	NaN	NaN	NaN	291	7	298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33	NaN	NaN	NaN	NaN	19.31999969	16.10000038	NaN	NaN	3742	NaN	NaN	NaN	NaN	NaN	8	6	3	149300	10.53026552	41986	2.961310972	0	0	NaN	NaN	34549.12238	2.436781193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	0	NaN	NaN	7	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1275	0.096973292	10558	0.803014919	0	0	NaN	NaN	17804.92073	1.354197478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	1.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41500	7.255257439	9600	1.678324612	0	0	NaN	NaN	2977.393631	0.520524272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	3586.9	27	393	6816	5182	NaN	NaN	11998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114100	62.748	7518932	2100	190.5018672	87	5996	543.9281884	20.57596293	NaN	NaN	NaN	3650	331.1103882	114931	456.171	1574	2414	NaN	1908121	453	348	43	8936202	80.4261011	6300432	56.7040876	10476	0.094284332	205	18.59661084	1977770.816	17.94138254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	0	10000000	NaN	NaN	1.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42293	41.38460786	32644	31.94285435	NaN	NaN	7	68.49650179	19054.44393	18.64518218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29749	52.33445922	25248	44.41629723	119	0.209344874	1	17.61648903	30999.45466	54.6101553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	50300000	NaN	NaN	15.1	296	6	NaN	NaN	4883	2255	7138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	672	55.5437268	NaN	1538	127.1223985	20.86115612	NaN	NaN	NaN	788	65.13163202	NaN	NaN	NaN	NaN	NaN	713181	NaN	NaN	NaN	2034776	16.81830986	944140	7.803728307	0	0	36	2.975556793	550346.6682	4.548854908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79800	48.92073982	65531	40.17324563	NaN	NaN	10	61.30418524	54998.9885	33.71668179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
